Area,Consumer_profile,Product_category,Product_type,AC_1001_Issue,AC_1002_Issue,AC_1003_Issue,TV_2001_Issue,TV_2002_Issue,TV_2003_Issue,Claim_Value,Service_Centre,Product_Age,Purchased_from,Call_details,Purpose,Fraud,ID
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,8824.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,50000.0,12.0,19.0,Manufacturer,1.3,Claim,0,2450.0
Urban,Personal,Household,AC,2.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,29.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,96710.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,6.0,Internet,6.5,Complaint,0,9388.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,4011.0
Urban,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,,15.0,864.0,Manufacturer,30.0,Other,0,9494.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,848.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,2451.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,18.0,Dealer,1.6,Complaint,0,8984.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,10.0,Internet,1.4,Complaint,0,7375.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,74410.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,13.0,5.0,Dealer,2.6,Claim,0,61901.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,7630.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,332.0,Manufacturer,20.0,Complaint,1,9253.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,73551.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,15.0,303.0,Internet,7.0,Complaint,0,6800.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,549.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,25000.0,13.0,60.0,Dealer,1.3,Claim,0,6622.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,91831.0
Urban,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,15000.0,15.0,18.0,Manufacturer,1.3,Complaint,0,1530.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,1388.0,12.0,530.0,Manufacturer,30.0,Claim,0,2610.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.0,Complaint,0,3450.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,25000.0,15.0,10.0,Dealer,1.5,Complaint,0,3127.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,15.0,61.0,Dealer,20.0,Complaint,0,4855.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,8293.0
Urban,Personal,Household,AC,0.0,1.0,2.0,0.0,0.0,0.0,18000.0,14.0,10.0,Dealer,1.4,Claim,0,5512.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,6.0,Dealer,1.4,Complaint,0,3364.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,8775.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,10.0,Dealer,1.0,Claim,0,8614.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,4593.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Complaint,1,9894.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,14561.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,340.0,Manufacturer,10.0,Claim,0,8077.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,340.0,Manufacturer,10.0,Claim,0,2827.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,3541.0,12.0,391.0,Manufacturer,27.0,Complaint,0,46310.0
Urban,Personal,Household,AC,2.0,2.0,1.0,0.0,0.0,0.0,12000.0,15.0,233.0,Manufacturer,21.0,Claim,0,5501.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,6368.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,1.0,4000.0,15.0,26.0,Manufacturer,23.0,Complaint,0,49111.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,8776.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,10.0,271.0,Dealer,2.0,Complaint,0,2267.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,5764.0,14.0,377.0,Dealer,20.0,Other,0,3384.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,12.0,282.0,Internet,15.0,Complaint,0,8232.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,3.0,Dealer,2.5,Claim,0,539.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,8897.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,8956.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,32021.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,7030.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,21000.0,13.0,4.0,Internet,2.5,Complaint,0,8606.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,424.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,9477.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,3987.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,22.0,Dealer,23.0,Claim,0,2113.0
Rural,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,970.0,14.0,6.0,Internet,30.0,Claim,0,6710.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,5770.0,14.0,108.0,Internet,30.0,Claim,0,1366.0
Rural,Personal,Household,AC,1.0,0.0,1.0,0.0,0.0,0.0,3129.0,14.0,94.0,Dealer,19.0,Other,0,3995.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,8224.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,15.0,315.0,Internet,23.0,Complaint,0,8907.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,12.0,193.0,Dealer,7.0,Claim,0,6760.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,15.0,315.0,Internet,23.0,Complaint,0,31111.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,12000.0,15.0,14.0,Internet,2.5,Claim,0,6470.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,3316.0,13.0,804.0,Internet,30.0,Claim,0,5745.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,19301.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,15.0,329.0,Dealer,14.0,Complaint,0,6126.0
Urban,Business,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,2742.0,10.0,214.0,Manufacturer,30.0,Complaint,0,91631.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,5901.0,11.0,370.0,Dealer,30.0,Claim,0,5714.0
Urban,Personal,Household,AC,2.0,2.0,0.0,0.0,0.0,0.0,10000.0,15.0,349.0,Internet,21.0,Complaint,0,5566.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,8985.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,3149.0,14.0,820.0,Dealer,28.0,Claim,0,7581.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4891.0,14.0,337.0,Dealer,30.0,Complaint,0,8298.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4388.0,13.0,309.0,Manufacturer,30.0,Complaint,0,7360.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,15000.0,15.0,16.0,Manufacturer,1.5,claim,0,647.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,,13.0,522.0,Internet,30.0,Claim,0,582.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,12.0,10.0,Manufacturer,1.6,Claim,0,2089.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,2491.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,12000.0,13.0,4.0,Internet,2.5,Complaint,0,1610.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,4610.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,12.0,7.0,Dealer,1.3,Other,0,82301.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Complaint,1,9185.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,25000.0,15.0,21.0,Dealer,2.4,Complaint,0,9330.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,10000.0,14.0,15.0,Dealer,2.6,Claim,0,5810.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,1,9847.0
Urban,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,6000.0,15.0,280.0,Dealer,21.0,Complaint,0,4199.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2538.0,12.0,73.0,Dealer,30.0,Claim,0,2979.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,7897.0
Rural,Personal,Household,AC,0.0,2.0,1.0,0.0,0.0,0.0,1388.0,12.0,530.0,Manufacturer,30.0,Claim,0,32951.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,6306.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Manufacturer,1.0,Claim,1,6864.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,4504.0,12.0,123.0,Dealer,30.0,Claim,0,8120.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,1.0,501.0,10.0,409.0,Internet,30.0,Claim,0,9440.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,1.0,5033.0,11.0,284.0,Dealer,30.0,Claim,0,94801.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,12.0,32.0,Manufacturer,14.0,Claim,0,77131.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.0,Complaint,0,4120.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,9132.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,13.0,14.0,Manufacturer,1.4,Claim,1,9762.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,5465.0,12.0,776.0,Internet,24.0,Claim,0,1278.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,12000.0,16.0,20.0,Manufacturer,2.0,Complaint,0,8396.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,20000.0,14.0,21.0,Manufacturer,1.4,Claim,0,555.0
Urban,Business,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,46941.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,3949.0,11.0,556.0,Internet,30.0,Complaint,0,7748.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,6586.0,13.0,35.0,Dealer,30.0,Claim,0,7511.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,50810.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,4442.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,794.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,5441.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,2.0,50000.0,13.0,18.0,Manufacturer,0.5,Claim,0,4752.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,9910.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,95551.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,12.0,10.0,Dealer,1.0,Claim,0,3044.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,60.0,Internet,2.6,Complaint,0,9021.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,4891.0,14.0,337.0,Dealer,30.0,Complaint,0,82981.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,8113.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,87571.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,3.0,Manufacturer,6.5,Claim,0,2997.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,5.0,Internet,1.0,Complaint,0,3102.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,8338.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,4633.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,3916.0
Urban,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,15.0,68.0,Dealer,10.0,Complaint,0,7462.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,5191.0,10.0,411.0,Manufacturer,30.0,Claim,0,8893.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,14.0,4.0,Dealer,1.0,Complaint,0,697.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,498.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,5.0,Manufacturer,1.3,Complaint,0,4272.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,1.0,1691.0,13.0,746.0,Dealer,30.0,Other,0,69681.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,1.0,9000.0,10.0,276.0,Dealer,8.0,Claim,0,7822.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,5.0,Manufacturer,1.5,Other,0,2873.0
Rural,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,7153.0,14.0,444.0,Dealer,30.0,Other,0,5438.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,15.0,Manufacturer,0.5,Claim,0,41251.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,15.0,Internet,1.0,Claim,0,6288.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,5245.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,14.0,167.0,Manufacturer,9.0,Complaint,0,70701.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,13.0,12.0,Manufacturer,2.6,Claim,0,8682.0
Urban,Personal,Household,AC,0.0,1.0,1.0,0.0,0.0,0.0,2515.0,10.0,748.0,Manufacturer,30.0,Other,0,9428.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,15.0,6.0,Dealer,1.3,Complaint,0,1894.0
Urban,Personal,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,7755.0,13.0,550.0,Dealer,30.0,Claim,0,2401.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15.0,7.0,Manufacturer,0.5,Claim,0,1095.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,2.0,15000.0,12.0,15.0,Manufacturer,1.3,Complaint,0,3350.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,12.0,274.0,Manufacturer,11.0,Claim,0,7091.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,11.0,408.0,Dealer,30.0,Claim,0,3949.0
Urban,Business,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,12.0,233.0,Dealer,6.0,Complaint,0,7643.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,2.0,15000.0,12.0,15.0,Dealer,1.3,Complaint,0,6694.0
Rural,Personal,Household,AC,1.0,1.0,0.0,0.0,0.0,0.0,12000.0,15.0,21.0,Internet,1.0,Complaint,0,4146.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,4.0,Dealer,2.6,Claim,0,75481.0
Urban,Business,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,2000.0,10.0,148.0,Manufacturer,24.0,Claim,1,8621.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,7271.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,311.0,Dealer,4.0,Claim,0,4502.0
Urban,Personal,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,4832.0,14.0,481.0,Internet,30.0,Complaint,0,661.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,18.0,Dealer,1.6,Complaint,0,4181.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,12.0,30.0,Dealer,8.0,Claim,0,7637.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,20000.0,14.0,10.0,Manufacturer,6.5,Complaint,0,5154.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,2.0,0.0,6405.0,11.0,790.0,Manufacturer,30.0,Complaint,0,5632.0
Rural,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,9.0,Manufacturer,2.4,Other,0,6732.0
Urban,Personal,Household,AC,2.0,0.0,0.0,0.0,0.0,0.0,5000.0,15.0,45.0,Internet,24.0,Claim,0,7864.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,13.0,21.0,Dealer,6.5,Other,0,3743.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4674.0,13.0,333.0,Manufacturer,30.0,Claim,0,2407.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,12.0,4.0,Manufacturer,2.6,Claim,0,1875.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,13.0,15.0,Internet,1.0,Claim,0,5628.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,12.0,9.0,Manufacturer,0.5,Complaint,0,8978.0
Rural,Personal,Household,AC,1.0,0.0,0.0,0.0,0.0,0.0,6449.0,11.0,826.0,Manufacturer,30.0,Claim,0,6998.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,2418.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Dealer,1.0,Claim,0,34971.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,15.0,4.0,Manufacturer,1.3,Claim,0,62681.0
Rural,Business,Household,AC,0.0,2.0,0.0,0.0,0.0,0.0,20000.0,13.0,3.0,Manufacturer,6.5,Claim,0,4848.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,10.0,19.0,Manufacturer,2.4,Other,0,4750.0
Urban,Personal,Household,AC,2.0,2.0,2.0,0.0,0.0,0.0,15000.0,12.0,22.0,Dealer,23.0,Claim,0,2038.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,0.0,0.0,2000.0,10.0,299.0,Dealer,9.0,Complaint,0,6612.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,10000.0,12.0,18.0,Dealer,1.4,Claim,0,5923.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,15.0,Dealer,2.4,Claim,0,65161.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15.0,7.0,Dealer,2.5,Claim,0,7082.0
Urban,Personal,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,12000.0,14.0,12.0,Internet,2.5,Claim,0,112.0
Urban,Personal,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,13.0,7.0,Manufacturer,1.6,Claim,1,57751.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,2.0,1.0,0.0,7000.0,15.0,287.0,Dealer,1.0,Claim,0,278.0
Rural,Business,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,10.0,4.0,Dealer,0.5,Complaint,0,5641.0
Urban,Business,Household,AC,1.0,1.0,2.0,0.0,0.0,0.0,6956.0,11.0,117.0,Manufacturer,6.0,Other,0,41341.0
Rural,Business,Household,AC,0.0,0.0,1.0,0.0,0.0,0.0,5418.0,14.0,914.0,Internet,30.0,Claim,0,1169.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,1656.0,14.0,827.0,Internet,30.0,Claim,0,78791.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,213.0,Manufacturer,2.0,Complaint,0,7891.0
Rural,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,6.0,Internet,6.5,Complaint,0,3639.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,0.0,2.0,0.0,10000.0,13.0,19.0,Dealer,1.0,Claim,0,1340.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,12.0,19.0,Internet,1.4,Complaint,0,2215.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,15.0,218.0,Internet,16.0,Complaint,0,95591.0
Urban,Business,Household,AC,1.0,2.0,0.0,0.0,0.0,0.0,7000.0,12.0,193.0,Dealer,7.0,Claim,0,1388.0
Urban,Business,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,1.0,,10.0,574.0,Manufacturer,30.0,Claim,0,2597.0
Rural,Personal,Household,AC,2.0,0.0,1.0,0.0,0.0,0.0,5652.0,10.0,758.0,Dealer,30.0,Claim,0,7733.0
Rural,Personal,Entertainment,TV,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,15.0,60.0,Manufacturer,1.0,Claim,1,1582.0
Urban,Personal,Entertainment,TV,0.0,0.0,0.0,1.0,1.0,0.0,4000.0,12.0,282.0,Internet,15.0,Complaint,0,6207.0
Urban,Business,Household,AC,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.0,3.0,Manufacturer,1.6,Claim,0,36141.0
Rural,Personal,Household,AC,1.0,1.0,1.0,0.0,0.0,0.0,20000.0,14.0,6.0,Manufacturer,1.0,Claim,0,1600.0
Urban,Personal,Household,AC,0.0,1.0,0.0,0.0,0.0,0.0,4388.0,13.0,309.0,Manufacturer,30.0,Complaint,0,4674.0
Urban,Personal,Household,AC,2.0,2.0,1.0,0.0,0.0,0.0,12000.0,15.0,244.0,Manufacturer,4.0,Complaint,0,75841.0
